#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        5952     1.54443     1.62029  0.00183284
        5953     1.54852     1.62028  0.00183257
        5954     1.55274     1.62027   0.0018323
        5955     1.55705     1.62026  0.00183202
        5956     1.56145     1.62025  0.00183174
        5957     1.56592     1.62024  0.00183146
        5958     1.57044     1.62023  0.00183117
        5959     1.57501     1.62022  0.00183088
        5960     1.57961     1.62022  0.00183058
        5961     1.58422     1.62021  0.00183029
        5962     1.58884      1.6202  0.00182999
        5963     1.59345      1.6202  0.00182969
        5964     1.59805      1.6202  0.00182938
        5965     1.60261     1.62019  0.00182908
        5966     1.60714     1.62019  0.00182877
        5967     1.61161     1.62019  0.00182847
        5968     1.61602     1.62019  0.00182816
        5969     1.62035     1.62019  0.00182786
        5970      1.6246     1.62019  0.00182755
        5971     1.62874     1.62019  0.00182724
        5972     1.63278     1.62019  0.00182694
        5973     1.63669      1.6202  0.00182664
        5974     1.64047      1.6202  0.00182633
        5975      1.6441      1.6202  0.00182603
        5976     1.64756     1.62021  0.00182573
        5977     1.65085     1.62021  0.00182543
        5978     1.65394     1.62022  0.00182514
        5979     1.65684     1.62023  0.00182484
        5980     1.65951     1.62023  0.00182455
        5981     1.66195     1.62024  0.00182426
        5982     1.66415     1.62025  0.00182397
        5983     1.66609     1.62025  0.00182368
        5984     1.66777     1.62026  0.00182339
        5985     1.66916     1.62027   0.0018231
        5986     1.67027     1.62028  0.00182282
        5987     1.67107     1.62029  0.00182253
        5988     1.67157      1.6203  0.00182225
        5989     1.67175      1.6203  0.00182197
        5990     1.67161     1.62031  0.00182168
        5991     1.67114     1.62032   0.0018214
        5992     1.67033     1.62033  0.00182111
        5993     1.66919     1.62034  0.00182083
        5994      1.6677     1.62035  0.00182054
        5995     1.66588     1.62035  0.00182025
        5996     1.66373     1.62036  0.00181996
        5997     1.66125     1.62037  0.00181967
        5998     1.65844     1.62037  0.00181938
        5999     1.65533     1.62038  0.00181909
        6000     1.65192     1.62038  0.00181879
        6001     1.64824     1.62039  0.00181849
        6002      1.6443     1.62039   0.0018182
        6003     1.64013      1.6204   0.0018179
        6004     1.63577      1.6204  0.00181759
        6005     1.63125      1.6204  0.00181729
        6006     1.62662      1.6204  0.00181699
        6007     1.62192      1.6204  0.00181669
        6008     1.61721      1.6204  0.00181639
        6009     1.61256      1.6204  0.00181608
        6010     1.60803      1.6204  0.00181578
        6011     1.60368      1.6204  0.00181548
        6012     1.59959     1.62039  0.00181518
        6013     1.59584     1.62039  0.00181489
        6014      1.5925     1.62038  0.00181459
        6015     1.58964     1.62038   0.0018143
        6016     1.58732     1.62037    0.001814
        6017      1.5856     1.62037  0.00181371
        6018     1.58452     1.62036  0.00181342
        6019     1.58413     1.62035  0.00181313
        6020     1.58445     1.62035  0.00181284
        6021     1.58548     1.62034  0.00181254
        6022     1.58722     1.62034  0.00181225
        6023     1.58964     1.62033  0.00181196
        6024     1.59272     1.62033  0.00181166
        6025     1.59641     1.62032  0.00181137
        6026     1.60064     1.62032  0.00181107
        6027     1.60535     1.62032  0.00181077
        6028     1.61047     1.62032  0.00181047
        6029     1.61591     1.62032  0.00181017
        6030     1.62161     1.62032  0.00180987
        6031     1.62749     1.62032  0.00180957
        6032     1.63346     1.62032  0.00180927
        6033     1.63947     1.62032  0.00180898
        6034     1.64543     1.62033  0.00180868
        6035      1.6513     1.62033  0.00180839
        6036     1.65702     1.62034   0.0018081
        6037     1.66254     1.62034  0.00180781
        6038     1.66782     1.62035  0.00180753
        6039     1.67282     1.62036  0.00180725
        6040     1.67751     1.62037  0.00180698
        6041     1.68186     1.62038  0.00180671
        6042     1.68585     1.62039  0.00180644
        6043     1.68946      1.6204  0.00180618
        6044     1.69269     1.62042  0.00180592
        6045      1.6955     1.62043  0.00180566
        6046     1.69791     1.62044  0.00180541
        6047      1.6999     1.62045  0.00180516
        6048     1.70148     1.62047  0.00180491
        6049     1.70263     1.62048  0.00180466
        6050     1.70337     1.62049  0.00180442
        6051      1.7037     1.62051  0.00180417
        6052     1.70361     1.62052  0.00180392
        6053     1.70312     1.62054  0.00180368
        6054     1.70223     1.62055  0.00180343
        6055     1.70095     1.62056  0.00180318
        6056     1.69928     1.62058  0.00180293
        6057     1.69725     1.62059  0.00180268
        6058     1.69485      1.6206  0.00180242
        6059      1.6921     1.62061  0.00180216
        6060     1.68902     1.62062   0.0018019
        6061     1.68561     1.62063  0.00180163
        6062     1.68189     1.62064  0.00180137
        6063     1.67787     1.62065  0.00180109
        6064     1.67357     1.62066  0.00180082
        6065     1.66901     1.62067  0.00180054
        6066     1.66419     1.62068  0.00180026
        6067     1.65914     1.62068  0.00179997
        6068     1.65387     1.62069  0.00179968
        6069      1.6484     1.62069  0.00179939
        6070     1.64275      1.6207   0.0017991
        6071     1.63694      1.6207   0.0017988
        6072     1.63097      1.6207  0.00179851
        6073     1.62487      1.6207  0.00179821
        6074     1.61866      1.6207  0.00179792
        6075     1.61236      1.6207  0.00179762
        6076     1.60598      1.6207  0.00179733
        6077     1.59954     1.62069  0.00179703
        6078     1.59308     1.62069  0.00179674
        6079      1.5866     1.62068  0.00179646
        6080     1.58013     1.62068  0.00179617
        6081     1.57369     1.62067   0.0017959
        6082     1.56731     1.62066  0.00179562
        6083     1.56101     1.62065  0.00179535
        6084     1.55481     1.62064  0.00179509
        6085     1.54873     1.62063  0.00179484
        6086      1.5428     1.62062  0.00179459
        6087     1.53703      1.6206  0.00179434
        6088     1.53146     1.62059  0.00179411
        6089     1.52609     1.62057  0.00179388
        6090     1.52095     1.62056  0.00179366
        6091     1.51605     1.62054  0.00179345
        6092     1.51142     1.62052  0.00179324
        6093     1.50707      1.6205  0.00179305
        6094       1.503     1.62048  0.00179286
        6095     1.49924     1.62046  0.00179267
        6096     1.49578     1.62044  0.00179249
        6097     1.49263     1.62042  0.00179232
        6098     1.48979      1.6204  0.00179216
        6099     1.48726     1.62038    0.001792
        6100     1.48504     1.62036  0.00179184
        6101     1.48311     1.62033  0.00179169
        6102     1.48146     1.62031  0.00179154
        6103     1.48007     1.62029  0.00179139
        6104     1.47893     1.62026  0.00179125
        6105     1.47802     1.62024  0.00179111
        6106     1.47731     1.62022  0.00179097
        6107     1.47677     1.62019  0.00179083
        6108     1.47639     1.62017  0.00179069
        6109     1.47613     1.62015  0.00179055
        6110     1.47597     1.62012  0.00179041
        6111     1.47588      1.6201  0.00179028
        6112     1.47582     1.62008  0.00179014
        6113     1.47578     1.62005     0.00179
        6114     1.47571     1.62003  0.00178986
        6115     1.47561     1.62001  0.00178973
        6116     1.47544     1.61998  0.00178959
        6117     1.47519     1.61996  0.00178945
        6118     1.47483     1.61993  0.00178932
        6119     1.47436     1.61991  0.00178918
        6120     1.47375     1.61989  0.00178905
        6121     1.47302     1.61986  0.00178892
        6122     1.47214     1.61984  0.00178879
        6123     1.47113     1.61981  0.00178866
        6124     1.46998     1.61979  0.00178854
        6125      1.4687     1.61977  0.00178842
        6126      1.4673     1.61974   0.0017883
        6127     1.46581     1.61972  0.00178818
        6128     1.46425     1.61969  0.00178807
        6129     1.46262     1.61966  0.00178796
        6130     1.46097     1.61964  0.00178786
        6131     1.45932     1.61961  0.00178776
        6132      1.4577     1.61959  0.00178766
        6133     1.45615     1.61956  0.00178757
        6134      1.4547     1.61953  0.00178748
        6135     1.45338     1.61951  0.00178739
        6136     1.45222     1.61948  0.00178731
        6137     1.45126     1.61945  0.00178723
        6138     1.45053     1.61942  0.00178715
        6139     1.45005      1.6194  0.00178707
        6140     1.44986     1.61937  0.00178699
        6141     1.44997     1.61934  0.00178692
        6142     1.45041     1.61931  0.00178684
        6143     1.45121     1.61929  0.00178675
        6144     1.45236     1.61926  0.00178667
        6145     1.45391     1.61923  0.00178658
        6146     1.45584     1.61921  0.00178649
        6147     1.45819     1.61918  0.00178639
        6148     1.46095     1.61915  0.00178629
        6149     1.46413     1.61913  0.00178617
        6150     1.46775      1.6191  0.00178605
        6151     1.47182     1.61908  0.00178592
        6152     1.47633     1.61906  0.00178578
        6153     1.48129     1.61903  0.00178563
        6154      1.4867     1.61901  0.00178547
        6155     1.49256     1.61899   0.0017853
        6156     1.49886     1.61897  0.00178512
        6157     1.50558     1.61895  0.00178492
        6158     1.51271     1.61894  0.00178472
        6159     1.52021     1.61892   0.0017845
        6160     1.52808     1.61891  0.00178427
        6161     1.53625     1.61889  0.00178403
        6162     1.54469     1.61888  0.00178378
        6163     1.55336     1.61887  0.00178352
        6164     1.56218     1.61886  0.00178326
        6165     1.57111     1.61885  0.00178299
        6166     1.58009     1.61885  0.00178271
        6167     1.58906     1.61884  0.00178242
        6168     1.59795     1.61884  0.00178214
        6169     1.60671     1.61884  0.00178185
        6170     1.61528     1.61884  0.00178156
        6171     1.62361     1.61884  0.00178127
